FID,id,codigo,simt,tipo,clasificac,comuna,zona,eje,desde,hacia,sentido,fila_super,fila_infer,grupo_de_p,identifica,nombre_ust,x,y,zona_paga,n__et,corredor,ubica_corr,rts,tipo_rts,rm,estado_rm,estado,existe_se,codigo_ant,fecha_fich,cod_sol_pa,comentario
11,11,L-1-5-5-OP,PB1335,PS,ACTIVO,INDEPENDENCIA,B,BRAVO DE SARAVIA,NVA 1,BAJOS DE JIMENEZ,O-P,BAJOS DE JIMNEZ,BRAVO DE SARAVIA,-,-,BAJOS DE JIMNEZ / BRAVO DE SARAVIA,344021.44,6302331.36,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
12,12,L-1-6-5-PO,PB385,PS,ACTIVO,INDEPENDENCIA,B,COLàN,MARURI,AV. INDEPENDENCIA,P-O,AV. INDEPENDENCIA,COLàN,MUNI. INDEPENDENCIA,-,MUNI. INDEPENDENCIA,346060,6300685.67,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Oct/2011-Reposici¢n,,,3787,
13,13,L-1-7-5-SN,PB868,PS,ACTIVO,INDEPENDENCIA,B,LàPEZ,ANIBAL PINTO,RIVERA,S-N,RIVERA,LàPEZ,-,-,RIVERA / LàPEZ,345912.56,6300240.19,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7935,
14,14,L-1-8-5-OP,PB1332,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,NVA 5,NVA 1,O-P,NUEVA 1,AV. DOMINGO SANTA MARÖA,-,-,NUEVA 1 / AV. DOMINGO SANTA MARÖA,344169.2,6301517.82,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3253,
15,15,L-1-8-10-PO,PB397,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,17 NORTE,16 NORTE,P-O,16 NORTE,AV. DOMINGO SANTA MARÖA,-,-,16 NORTE / AV. DOMINGO SANTA MARÖA,344436.43,6301443.79,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3255,
16,16,L-1-8-15-OP,PB1331,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,15 NORTE,LAS CA¥AS,O-P,LAS CA¥AS,AV. DOMINGO SANTA MARÖA,-,-,LAS CA¥AS / AV. DOMINGO SANTA MARÖA,344473.32,6301461.01,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3256,
17,17,L-1-8-20-PO,PB1319,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,13 NORTE,ENRIQUE SORO,P-O,ENRIQUE SORO,AV. DOMINGO SANTA MARÖA,-,-,ENRIQUE SORO / AV. DOMINGO SANTA MARÖA,344668.19,6301408.46,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3259,
18,18,L-1-8-25-OP,PB1330,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,ENRIQUE SORO,LO CA¥AS,O-P,ENRIQUE SORO,AV. DOMINGO SANTA MARÖA,-,-,ENRIQUE SORO / AV. DOMINGO SANTA MARÖA,344656.07,6301431.25,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3261,
19,19,L-1-8-30-PO,PB1320,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,SOBERANÖA,AMUNµTEGUI,P-O,AMUNµTEGUI,AV. DOMINGO SANTA MARÖA,-,-,AMUNµTEGUI / AV. DOMINGO SANTA MARÖA,344927.01,6301392.54,0,,,,,,0,,SàLO SE¥AL,UC-Sept/2010,,,,
20,20,L-1-8-35-OP,PB1329,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,ROSEMBLUTH,LUIS WEINSTEIN,O-P,LUIS WEINSTEIN,AV. DOMINGO SANTA MARÖA,-,-,LUIS WEINSTEIN / AV. DOMINGO SANTA MARÖA,344923.45,6301413.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,2946,
21,21,L-1-8-40-PO,PB1321,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,CAP BYNON,AV. VIVACETA,P-O,AV. VIVACETA,AV. DOMINGO SANTA MARÖA,-,-,AV. VIVACETA / AV. DOMINGO SANTA MARÖA,345224.24,6301386.59,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3265,
22,22,L-1-8-45-OP,PB1328,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,ALMERIA,AV. VIVACETA,O-P,AV. VIVACETA,AV. DOMINGO SANTA MARÖA,-,-,AV. VIVACETA / AV. DOMINGO SANTA MARÖA,345268.43,6301401.88,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3268,
23,23,L-1-8-50-OP,PB1327,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,CADIZ,ESCANILLA,O-P,ESCANILLA,AV. DOMINGO SANTA MARÖA,-,-,ESCANILLA / AV. DOMINGO SANTA MARÖA,345499.65,6301402.03,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3271,
24,24,L-1-8-55-OP,PB1326,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,MµLAGA,MARURI,O-P,MARURI,AV. DOMINGO SANTA MARÖA,-,-,MARURI / AV. DOMINGO SANTA MARÖA,345753.93,6301409.02,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,3272,
25,25,L-1-8-57-OP,PB1646,PS,ACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,AV. INDEPENDENCIA,MµLAGA,O-P,AV. INDEPENDENCIA,AV. DOMINGO SANTA MARÖA,-,-,AV. INDEPENDENCIA / AV. DOMINGO SANTA MARÖA,345876.82,6301414.65,0,,,,,,0,,SIN REFUGIO,UC-Ene/2012-Instalaci¢n,,feb-11,1081,
26,26,L-1-8-60-OP,PB1565,PS,INACTIVO,INDEPENDENCIA,B,AV. DOMINGO SANTA MARÖA,B. PRATS,AV. INDEPENDENCIA,O-P,AV. INDEPENDENCIA,AV. DOMINGO SANTA MARÖA,-,-,AV. INDEPENDENCIA / AV. DOMINGO SANTA MARÖA,345960.36,6301444.26,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,3274,
27,27,L-1-9-5-OP,PB214,PS,ACTIVO,INDEPENDENCIA,B,ECHEVERRÖA,RESIDENCIAL,AV. INDEPENDENCIA,O-P,AV. INDEPENDENCIA,ECHEVERRÖA,-,-,AV. INDEPENDENCIA / ECHEVERRÖA,346207.9,6300355.92,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Sept/2010,,,,
28,28,L-1-9-10-OP,PB587,PS,ACTIVO,INDEPENDENCIA,B,ECHEVERRÖA,AV. LA PAZ,ECHEVERIA,O-P,AV. LA PAZ,ECHEVERRÖA,LICEO I. CARRERA. P.,-,LICEO I. CARRERA. P.,346463.17,6300381.97,0,,,,,,0,,SIN ANDN,UC-Sept/2010,,,,
29,29,L-1-10-5-OP,PB1275,ET,ACTIVO,INDEPENDENCIA,B,AV. EINSTEIN,PASCUAL LAZARTE,AV. INDEPENDENCIA,O-P,AV. INDEPENDENCIA,AV. EINSTEIN,EINSTEIN - INDEPENDENCIA,6,PARADA 6 / EINSTEIN - INDEPENDENCIA,345341.35,6302720.65,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
30,30,L-1-10-10-PO,PB1277,PS,ACTIVO,INDEPENDENCIA,B,AV. EINSTEIN,HUµNUCO,AGUA SANTA,P-O,HUµNUCO,AV. EINSTEIN,-,-,HUµNUCO / AV. EINSTEIN,345571.34,6302784.58,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7939,
31,31,L-1-10-15-OP,PB1274,PS,ACTIVO,INDEPENDENCIA,B,AV. EINSTEIN,CARLOS HURTADO,AGUA SANTA,O-P,HUµNUCO,AV. EINSTEIN,-,-,HUµNUCO / AV. EINSTEIN,345616.25,6302804.4,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Feb-12/Cambia Referencia,7940,
32,32,L-1-10-20-PO,PB1278,PS,ACTIVO,INDEPENDENCIA,B,AV. EINSTEIN,FUCSIAS,EL GUANACO,P-O,EL GUANACO,AV. EINSTEIN,-,-,EL GUANACO / AV. EINSTEIN,345839.67,6302798.42,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7941,
33,33,L-1-11-5-NS,PB384,PS,ACTIVO,INDEPENDENCIA,B,ESCANILLA,SAN RAFAEL,COLàN,N-S,COLàN,ESCANILLA,-,-,COLàN / ESCANILLA,345660.88,6300611.33,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7942,
34,34,L-1-12-5-NS,PB1123,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,TACORA,REINA MARIA,N-S,REINA MARÖA,AV. VIVACETA,-,-,REINA MARÖA / AV. VIVACETA,344544.06,6302995.91,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
35,35,L-1-12-4-SN,PB1606,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,MARCOS MACUADA,CA¥ETE,S-N,CA¥ETE,AV. VIVACETA,-,-,CA¥ETE / AV. VIVACETA,344512.15,6303122.44,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
36,36,L-1-12-5-SN,PB876,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,VENECIA,ALTAMIRANO,S-N,HIPàDROMO CHILE,AV. VIVACETA,-,-,HIPàDROMO CHILE  / AV. VIVACETA,344931.14,6302346.66,0,,,,,,1,BUENO,CON REFUGIO,SERVIU-Dic/2010,,,,
37,37,L-1-12-10-SN,PB1130,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,REINA MARIA,DAVID ARELLANO,S-N,DAVID ARELLANO,AV. VIVACETA,-,-,DAVID ARELLANO / AV. VIVACETA,344558.08,6303023.58,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7943,
38,38,L-1-12-11-NS,PB1124,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,REINA MARIA,CNEL. ALVARADO,N-S,CNEL. ALVARADO,AV. VIVACETA,-,-,CNEL. ALVARADO / AV. VIVACETA,344717.24,6302689.51,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,L-1-12-15-NS,,,
39,39,L-1-12-15-NS,PB856,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,PALERMO,NVA DE MATTE,N-S,NUEVA DE MATTE,AV. VIVACETA,-,-,NUEVA DE MATTE / AV. VIVACETA,344979.77,6302150.75,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
40,40,L-1-12-16-SN,PB1129,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,ISIDORO ERRAZURIZ,CNEL. ALVARADO,S-N,CNEL. ALVARADO,AV. VIVACETA,-,-,CNEL. ALVARADO / AV. VIVACETA,344785.18,6302676.19,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,L-1-12-20-SN,,,
41,41,L-1-12-20-SN,PB875,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,AURORA,NVA DE MATTE,S-N,NUEVA DE MATTE,AV. VIVACETA,-,-,NUEVA DE MATTE / AV. VIVACETA,345028.11,6302111.4,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
42,42,L-1-12-25-NS,PB857,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,MATILDE,JULIET,N-S,JULIET,AV. VIVACETA,-,-,JULIET / AV. VIVACETA,345105.56,6301852.37,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7944,
43,43,L-1-12-30-SN,PB874,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,INGLATERRA,FRANCIA,S-N,FRANCIA,AV. VIVACETA,-,-,FRANCIA / AV. VIVACETA,345129.89,6301829.31,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
44,44,L-1-12-35-NS,PB858,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,RIO JACHAL,PADRE LAS CASAS,N-S,PADRE LAS CASAS,AV. VIVACETA,-,-,PADRE LAS CASAS / AV. VIVACETA,345172.72,6301616.4,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
45,45,L-1-12-40-SN,PB873,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,ANTONIO JACOBO VIAL,CENTRAL,S-N,CENTRAL,AV. VIVACETA,-,-,CENTRAL / AV. VIVACETA,345204.92,6301589.07,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
46,46,L-1-12-45-NS,PB859,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,SEVILLA,DOMINGO SANTA MARIA,N-S,D. SANTA MARÖA,AV. VIVACETA,-,-,D. SANTA MARÖA / AV. VIVACETA,345231.41,6301413.96,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
47,47,L-1-12-50-SN,PB872,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,SAN LUIS,DOMINGO SANTA MARIA,S-N,D. SANTA MARÖA,AV. VIVACETA,-,-,D. SANTA MARÖA / AV. VIVACETA,345269.33,6301369.11,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7945,
48,48,L-1-12-55-NS,PB860,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,BEZANILLA,EL MOLINO,N-S,EL MOLINO,AV. VIVACETA,-,-,EL MOLINO / AV. VIVACETA,345318.02,6301113.43,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7946,
49,49,L-1-12-56-NS,PB861,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,BGDIER. CARLOS GARRIDO,GAMERO,N-S,GAMERO,AV. VIVACETA,-,-,GAMERO / AV. VIVACETA,345384.55,6300742.12,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
50,50,L-1-12-57-SN,PB902,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,EL MOLINO,BEZANILLA,S-N,BEZANILLA,AV. VIVACETA,-,-,BEZANILLA / AV. VIVACETA,345322.53,6301141.52,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
51,51,L-1-12-60-SN,PB871,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,COLON,GAMERO,S-N,GAMERO,AV. VIVACETA,-,-,GAMERO / AV. VIVACETA,345414.11,6300715.19,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7947,
52,52,L-1-12-65-NS,PB862,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,BALDOMERO FLORES,LOS µNGELES,N-S,LOS µNGELES,AV. VIVACETA,-,-,LOS µNGELES / AV. VIVACETA,345479.91,6300436.67,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,7948,
53,53,L-1-12-70-SN,PB870,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,LOS µNGELES,RETIRO,S-N,RETIRO,AV. VIVACETA,-,-,RETIRO / AV. VIVACETA,345494.59,6300439.36,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,,
54,54,L-1-12-75-NS,PB863,PS,ACTIVO,INDEPENDENCIA,B,AV. VIVACETA,CDTE CANALES,RIVERA,N-S,RIVERA,AV. VIVACETA,-,-,RIVERA / AV. VIVACETA,345566.23,6300164.03,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7949,
55,55,L-1-13-5-OP,PB391,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,TTE BISSON,FIDEL MONJE,O-P,FIDEL MONJE,GAMERO,-,-,FIDEL MONJE / GAMERO,345216.66,6300697.61,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7950,
56,56,L-1-13-10-PO,PB382,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,GRUM BUSTOS,FERMIN VIVACETA,P-O,AV. VIVACETA,GAMERO,-,-,AV. VIVACETA / GAMERO,345382.12,6300716.84,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7951,
57,57,L-1-13-20-OP,PB390,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,PAREDONES,FERMIN VIVACETA,O-P,AV. VIVACETA,GAMERO,-,-,AV. VIVACETA / GAMERO,345418.02,6300742.94,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,3209,
58,58,L-1-13-25-PO,PB383,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,PAREDONES,ESCANILLA,P-O,ESCANILLA,GAMERO,-,-,ESCANILLA / GAMERO,345617.72,6300758.75,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7952,
59,59,L-1-13-30-OP,PB389,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,GRAL CONCHA PEDREGAL,ESCANILLA,O-P,ESCANILLA,GAMERO,-,-,ESCANILLA / GAMERO,345645.63,6300793.17,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Oct/2011-Reposici¢n,,,6821,
60,60,L-1-13-35-OP,PB388,PS,ACTIVO,INDEPENDENCIA,B,GAMERO,AV. INDEPENDENCIA,AMALIA ERRAZURIZ,O-P,AMALIA ERRµZURIZ,GAMERO,-,-,AMALIA ERRµZURIZ / GAMERO,345935.76,6300851.26,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7954,
61,61,L-1-14-5-OP,PB866,PS,ACTIVO,INDEPENDENCIA,B,GRAL. BORGO¥O,PICARTE,MARURI,O-P,MARURI,GRAL. BORGO¥O,-,-,MARURI / GRAL. BORGO¥O,346174.6,6299766.99,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7955,
62,62,L-1-15-5-NS,PB1276,ET,ACTIVO,INDEPENDENCIA,B,AV. INDEPENDENCIA,LASTRA,BELTRAN MATHIEU,N-S,BELTRµN MATHIEU,AV. INDEPENDENCIA,B. MATHIEU - INDEPENDENCIA,3,PARADA 3 / B. MATHIEU - INDEPENDENCIA,346264.62,6299937.56,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mar/2012-Reposici¢n,,,1082,
63,63,L-1-16-5-SN,PB880,PS,ACTIVO,INDEPENDENCIA,B,LAS ARAUCARIAS,JOSE BERNSTEIN,REINA MARIA,S-N,REINA MARÖA,LAS ARAUCARIAS,-,-,REINA MARÖA / LAS ARAUCARIAS,344194.87,6302777.44,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
64,64,L-1-16-10-NS,PB853,PS,ACTIVO,INDEPENDENCIA,B,LAS ARAUCARIAS,JOSE BERNSTEIN,CNEL. ALVARADO,N-S,CNEL. ALVARADO,LAS ARAUCARIAS,-,-,CNEL. ALVARADO / LAS ARAUCARIAS,344287.21,6302537.81,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
65,65,L-1-17-10-OP,PB878,PS,ACTIVO,INDEPENDENCIA,B,LAS ENREDADERAS,LOS MARROQUIES,LUIS GALDAMES,O-P,LUIS GALDAMES,LAS ENREDADERAS,-,-,LUIS GALDAMES / LAS ENREDADERAS,344499.76,6302424.01,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7956,
66,66,L-1-17-15-OP,PB877,PS,ACTIVO,INDEPENDENCIA,B,LAS ENREDADERAS,FERMIN VIVACETA,LOS MARROQUIES,O-P,LOS MARROQUÖES,LAS ENREDADERAS,-,-,LOS MARROQUÖES / LAS ENREDADERAS,344728.68,6302440.92,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7957,
67,67,L-1-18-5-SN,PB879,PS,ACTIVO,INDEPENDENCIA,B,LUIS GALDAMES,CARLOS ALVARADO,CNEL. ALVARADO,S-N,CNEL. ALVARADO,LUIS GALDAMES,-,-,CNEL. ALVARADO / LUIS GALDAMES,344338.45,6302532.68,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
68,68,L-1-18-10-NS,PB854,PS,ACTIVO,INDEPENDENCIA,B,LUIS GALDAMES,LAS ENREDADERAS,ALTAMIRANO,N-S,LAS ENREDADERAS,LUIS GALDAMES,ESCUELA LUIS GALDAMES,-,ESCUELA LUIS GALDAMES,344457.37,6302376.23,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7958,
69,69,L-1-19-5-NS,PB1316,PS,ACTIVO,INDEPENDENCIA,B,NUEVA 1,NVA 8,NVA DE MATTE,N-S,NUEVA DE MATTE,NUEVA 1,-,-,NUEVA DE MATTE / NUEVA 1,344069.54,6302141.06,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7959,
70,70,L-1-19-10-SN,PB1334,PS,ACTIVO,INDEPENDENCIA,B,NUEVA 1,NVA 2,NVA DE MATTE,S-N,NUEVA DE MATTE,NUEVA 1,-,-,NUEVA DE MATTE / NUEVA 1,344091.74,6302099.24,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7960,
71,71,L-1-19-15-NS,PB1317,PS,ACTIVO,INDEPENDENCIA,B,NUEVA 1,NUEVA 2,PADRE F. GAZZIERO,N-S,PADRE F. GAZZIERO,NUEVA 1,-,-,PADRE F. GAZZIERO / NUEVA 1,344104.43,6301815.89,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,7961,
72,72,L-1-19-20-SN,PB1333,PS,ACTIVO,INDEPENDENCIA,B,NUEVA 1,AURORA DE CHILE,PADRE F. GAZZIERO,S-N,PADRE F. GAZZIERO,NUEVA 1,-,-,PADRE F. GAZZIERO / NUEVA 1,344130.68,6301770.33,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,Abr-12/Cambia Referencia,7962,
73,73,L-1-19-25-NS,PB1318,PS,ACTIVO,INDEPENDENCIA,B,NUEVA 1,NVA 6,DOMINGO SANTA MARIA,N-S,D. SANTA MARÖA,NUEVA 1,-,-,D. SANTA MARÖA / NUEVA 1,344138.54,6301530.11,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7963,
74,74,L-1-20-5-PO,PB1125,PS,ACTIVO,INDEPENDENCIA,B,OLIVOS,AV. INDEPENDENCIA,AV. LA PAZ,P-O,AV. INDEPENDENCIA,OLIVOS,-,-,AV. INDEPENDENCIA / OLIVOS,346167.96,6300570.38,0,,,,,,0,,SàLO SE¥AL,SERVIU-Dic/2010,,,,
75,75,L-1-20-10-PO,PB1126,PS,ACTIVO,INDEPENDENCIA,B,OLIVOS,AV. INDEPENDENCIA,AV. LA PAZ,P-O,AV. LA PAZ,OLIVOS,-,-,AV. LA PAZ / OLIVOS,346460.92,6300550.69,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Mayo/2011,,,3229,
76,76,L-1-21-5-SN,,PS,ELIMINADO,INDEPENDENCIA,B,AV. PDTE. FREI MONTALVA,,ENRIQUE SORO,S-N,ENRIQUE SORO,AV. PDTE. FREI MONTALVA,-,-,ENRIQUE SORO / AV. PDTE. FREI MONTALVA,344306.93,6300755,0,,,,,,0,,SIN REFUGIO,,,,,ELIMINADO POR PARADERO TRONCAL
77,77,L-1-22-5-OP,PB867,PS,ACTIVO,INDEPENDENCIA,B,PRIETO,ADOLFO IBµ¥EZ,CRNEL AGUSTIN LOPEZ,O-P,LàPEZ,PRIETO,-,-,LàPEZ / PRIETO,346021.68,6299824.6,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
78,78,L-1-23-5-OP,PB1325,ET,ACTIVO,INDEPENDENCIA,B,PROFESOR A. ZA¥ARTU,SAN JOSE,AV. INDEPENDENCIA,O-P,AV. INDEPENDENCIA,PROFESOR A. ZA¥ARTU,HOSPITALES,4,PARADA 4 / HOSPITALES,346028.3,6301197.14,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
79,79,L-1-23-10-PO,PB758,PS,ACTIVO,INDEPENDENCIA,B,PROFESOR A. ZA¥ARTU,AV. INDEPENDENCIA,SAN JOSE,P-O,SAN JOS,PROFESOR A. ZA¥ARTU,HOSP. SAN JOS,-,HOSP. SAN JOS,346329.23,6301185.04,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7964,
80,80,L-1-23-15-PO,PB759,PS,ACTIVO,INDEPENDENCIA,B,PROFESOR A. ZA¥ARTU,SAN JOSE,AV. LA PAZ,P-O,AV. LA PAZ,PROFESOR A. ZA¥ARTU,CEMENTERIO GENERAL,-,CEMENTERIO GENERAL,346559.42,6301161.18,0,,,,,,0,,SIN ANDN,SERVIU-Dic/2010,,,,
81,81,L-1-24-5-OP,PB869,PS,ACTIVO,INDEPENDENCIA,B,RIVERA,VICTORIANO,FERMIN VIVACETA,O-P,AV. VIVACETA,RIVERA,-,-,AV. VIVACETA / RIVERA,345602.38,6300171,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,,
82,82,L-1-24-6-OP,,PS,INACTIVO,INDEPENDENCIA,B,RIVERA,ADOLFO IBANEZ,CRNEL AGUSTIN LOPEZ,O-P,AGUSTÖN LàPEZ,RIVERA,-,-,AGUSTÖN LàPEZ / RIVERA,345918.53,6300271.85,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Jun/2011-Retiro,L-1-24-5-OP,,5187,
83,83,L-1-25-5-NS,PB376,PS,ACTIVO,INDEPENDENCIA,B,SALOMàN SACK,DOMINGO SANTA MARIA,LEY 338,N-S,LEY 338,SALOMàN SACK,-,-,LEY 338 / SALOMàN SACK,343963.34,6301510.03,0,,,,1,Refugio 4(m),0,,CON REFUGIO,SERVIU-Dic/2010,,,7965,
84,84,L-1-25-10-SN,PB396,PS,ACTIVO,INDEPENDENCIA,B,SALOMàN SACK,SALOMON SACK,DOMINGO SANTA MARIA,S-N,AV. D. SANTA MARÖA,SALOMàN SACK,-,-,AV. D. SANTA MARÖA / SALOMàN SACK,343980.97,6301517.23,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Reposici¢n,,,9132,
85,85,L-1-25-15-PO,PB377,PS,ACTIVO,INDEPENDENCIA,B,SALOMàN SACK,LEY 1838,ALC GERMAN DOMINGUEZ,P-O,ALC. DOMÖNGUEZ,SALOMàN SACK,-,-,ALC. DOMÖNGUEZ / SALOMàN SACK,344171.64,6301258.1,0,,,,1,Refugio 4(m),0,,CON REFUGIO,UC-Ene/2012-Reposici¢n,,,3084,
